Age(yr),LOM (g/cm2),ROM_cellulose (g/cm2),ROM_lignin(g/cm2),ROM (g/cm2),dt (cm),db (cm),rt (g/cm2),frp (g/cm2),TOM (g/cm2),wi_t (g/cm2),V(cm3),db_corr (cm),BD (g/cm3),AFDW or OM %,OC Density (mg/cm3),C_Seq (g/m2/yr),OM Density (mg/cm3),Inorganic Matter(%),Inorganic Matter Density (mg/cc),Necro_Mass (Mg/ha),LOM_A (g/cm2),ROM_A_cell (g/cm2),ROM_A_lig(g/cm2),ROM_A (g/cm2),LOM_Nr (g/cm2),ROM_Nr (g/cm2),Cumulative Nr (Mg/ha),Vol cont to cohort from litter,Vol cont to cohort from live root,Vol cont to cohort from necro root,Vol cont to cohort from inorganic,Vol cont % to cohort from litter,Vol cont % to cohort from live root,Vol cont %to cohort from necro root,Vol cont % to cohort from inorganic
20,0.0010605997718845135,0.07587083911000049,0.14619283398224994,0.22206367309225045,74.24583246172543,78.47776230763151,0.0,0.0,0.22312427286413497,0.40968,4.231929845906079,78.47776230763151,0.14953089864575672,35.25960276062175,22.37623739741369,946.9466688119478,52.72400086688175,64.74039723937824,96.80689777887495,22.3124272864135,8.977249594743994e-06,0.0,0.009478884785298613,0.009478884785298613,0.0010516225222897695,0.21258478830695182,348.57496305039126,0.17119924278046478,0.0,3.854861256391945,0.20586934673366833,4.0454177884371365,0.0,91.08991398146863,4.864668230094221
21,0.0006681778562872435,0.07504384696370149,0.14562268192971917,0.22066652889342064,78.47776230763151,82.67740117348657,0.0,0.0,0.2213347067497079,0.40968,4.199638865855067,82.67740117348657,0.15025451637761966,35.075998131609374,22.35401979765727,938.7881035033503,52.70327135727257,64.92400186839063,97.55124502034708,22.13347067497079,5.655667244688717e-06,0.0,0.009441917134635948,0.009441917134635948,0.0006625221890425549,0.2112246117587847,369.76367644517404,0.1704722627549736,0.0,3.823297256366425,0.20586934673366833,4.059212427549163,0.0,91.03871495836306,4.902072614087791
22,0.0004209520494609634,0.07422586903179715,0.14505475347019325,0.2192806225019904,82.67740117348657,86.8475717571645,0.0,0.0,0.21970157455145137,0.40968,4.170170583677938,86.84757175716452,0.15092465929687676,34.90753200203368,22.33351030416997,931.3454770071787,52.68407374301755,65.09246799796631,98.2405855538592,21.970157455145138,3.5630703641538914e-06,0.0,0.009405093657810868,0.009405093657810868,0.0004173889790968095,0.20987552884417954,390.79296822750166,0.1697700600536814,0.0,3.7945311768905876,0.20586934673366833,4.071057925499787,0.0,90.99222923259774,4.936712841902479
23,0.00026519979116040697,0.07341680705935055,0.1444890399316595,0.21790584699101007,86.8475717571645,90.99012545579586,0.0,0.0,0.21817104678217047,0.40968,4.142553698631367,90.99012545579586,0.15156135380685673,34.748854509414194,22.31408270797999,924.3728585350859,52.66583432684314,65.2511454905858,98.89551948001359,21.81710467821705,2.2447343294169513e-06,0.0,0.009368413792545405,0.009368413792545405,0.00026295505683099,0.20853743319846466,411.67300705303126,0.1690844194672469,0.0,3.767599932430452,0.20586934673366833,4.081647016986397,0.0,90.94872888854056,4.969624094473036
24,0.00016707586843105638,0.07261656386240363,0.14392553267592603,0.21654209653832968,90.99012545579586,95.10630105310261,0.0,0.0,0.21670917240676074,0.40968,4.116175597306761,95.10630105310263,0.1521774660965899,34.596570623036804,22.295336467917753,917.7151990298664,52.64818453045461,65.4034293769632,99.52928156613528,21.670917240676076,1.4141826275326792e-06,0.0,0.009331876978754478,0.009331876978754478,0.0001656616858035237,0.2072102195595752,432.4105951775691,0.1684101616994228,0.0,3.741896088873669,0.20586934673366833,4.091423160120152,0.0,90.90710540439565,5.001471435484189
25,0.00010525779711156551,0.07182504331630343,0.14336422309848992,0.21518926641479336,95.10630105310261,99.19695069958195,0.0,0.0,0.21529452421190493,0.40968,4.090649646479337,99.19695069958195,0.15278123971086022,34.44852803934562,22.277015919446892,911.2746729549993,52.63088820065552,65.55147196065438,100.15035151020471,21.52945242119049,8.90935055345588e-07,0.0,0.009295482658537335,0.009295482658537335,0.00010436686205621993,0.20589378375625603,453.0104102394004,0.16774402009369688,0.0,3.7170362796519716,0.20586934673366833,4.100669443497016,0.0,90.8666495760907,5.0326809804122945
26,6.631241218028628e-05,0.07104215034415573,0.14280510262840582,0.21384725297256155,99.19695069958195,103.2626822871085,0.0,0.0,0.21391356538474182,0.40968,4.065731587526556,103.2626822871085,0.15337794735340937,34.30336316135053,22.258958085983334,904.989489956121,52.61379429006505,65.69663683864947,100.76415306334432,21.39135653847418,5.612890848677205e-07,0.0,0.00925923027616904,0.00925923027616904,6.575112309541856e-05,0.2045880226963925,473.4757876213492,0.16708393297101964,0.0,3.6927783078218686,0.20586934673366833,4.109566245927894,0.0,90.82690847450708,5.063525279565044
27,4.1776819673580354e-05,0.07026779090540443,0.14224816272815505,0.21251595363355946,103.2626822871085,107.30394915194454,0.0,0.0,0.21255773045323303,0.40968,4.041266864836033,107.30394915194454,0.1539709579358549,34.16021241566429,22.241059159986644,898.8205542211196,52.59680628932115,65.83978758433571,101.37415164653376,21.255773045323302,3.5361212346666393e-07,0.0,0.00922311927809198,0.00922311927809198,4.142320755011369e-05,0.2032928343554675,493.809213377651,0.16642859780251618,0.0,3.6689689202998483,0.20586934673366833,4.118228351872742,0.0,90.78759317342706,5.094178474700188
28,2.6319396394355623e-05,0.06950187198453552,0.14169339489351523,0.21119526687805074,107.30394915194454,111.3211065945722,0.0,0.0,0.2112215862744451,0.40968,4.017157442627662,111.3211065945722,0.15456242259409855,34.01852901388512,22.22325305281469,892.7430640051248,52.579862574737156,65.98147098611489,101.98256001936142,21.12215862744451,2.2277563778399828e-07,0.0,0.009187149112907422,0.009187149112907422,2.6096620756571626e-05,0.20200811776514332,514.012634816241,0.165777190338239,0.0,3.645510905555754,0.20586934673366833,4.126728730597189,0.0,90.7485195096359,5.124751759766906
29,1.658121972844404e-05,0.06874430157990408,0.14114079065343052,0.2098850922333346,111.3211065945722,115.31444749404969,0.0,0.0,0.20990167345306304,0.40968,3.993340899477498,115.3144474940497,0.15515371440843692,33.877966771230575,22.205497699278336,886.7412215578174,52.56292381162025,66.12203322876942,102.59079059681667,20.990167345306304,1.403486518039189e-07,0.0,0.009151319231367083,0.009151319231367083,1.644087107664012e-05,0.2007337730019675,534.0876562035453,0.16512918765822607,0.0,3.6223423650856037,0.20586934673366833,4.13511372594892,0.0,90.70957016365827,5.155316110392803
