Age(yr),LOM (g/cm2),ROM_cellulose (g/cm2),ROM_lignin(g/cm2),ROM (g/cm2),dt (cm),db (cm),rt (g/cm2),frp (g/cm2),TOM (g/cm2),wi_t (g/cm2),V(cm3),db_corr (cm),BD (g/cm3),AFDW or OM %,OC Density (mg/cm3),C_Seq (g/m2/yr),OM Density (mg/cm3),Inorganic Matter(%),Inorganic Matter Density (mg/cc),Necro_Mass (Mg/ha),LOM_A (g/cm2),ROM_A_cell (g/cm2),ROM_A_lig(g/cm2),ROM_A (g/cm2),LOM_Nr (g/cm2),ROM_Nr (g/cm2),Cumulative Nr (Mg/ha),Vol cont to cohort from litter,Vol cont to cohort from live root,Vol cont to cohort from necro root,Vol cont to cohort from inorganic,Vol cont % to cohort from litter,Vol cont % to cohort from live root,Vol cont %to cohort from necro root,Vol cont % to cohort from inorganic
20,0.0007285113534598092,0.004163001051962831,0.015882839840620576,0.020045840892583405,6.708202534888894,7.015897157681657,0.001311295338805169,0.0007611151535026842,0.022046308724684226,0.09616933886016416,0.3076946388722173,7.015897173761111,0.3841979438385416,18.64923060110182,28.07985013521991,86.40019346942465,71.64996051114127,81.35076939889818,312.54798332740035,2.0774352246043213,2.5122780098702847e-05,0.0,0.008153057982929295,0.008153057982929295,0.0007033885733611063,0.01189278290965411,16.397727975778928,0.09621389132974115,0.014964193866364868,0.14819025274135547,0.04832630093475586,31.269277775651418,4.863326160381805,48.16146725354467,15.705928810422112
21,0.0007233962284030469,0.0043079031288721075,0.01614817628124831,0.02045607941012042,7.015897157681657,7.328431665064809,0.0013177473599609488,0.0007648601001421335,0.022457690577685586,0.09616953242079883,0.3125345226447663,7.328431680326423,0.3795651820945197,18.931312737526113,28.22178974568123,88.20283586347436,71.85667166507399,81.06868726247389,307.70851042944577,2.1179475638523466,1.7334718268104963e-05,0.0,0.008121261056795871,0.008121261056795871,0.0007060615101349419,0.012334818353324548,17.70181596212488,0.09574818558898796,0.015037822813672004,0.15342211604069986,0.04832639820140645,30.63603495023092,4.811571754191242,49.089654078017766,15.462739217560074
22,0.0007209528266393211,0.0044521620098029345,0.016414088236812556,0.02086625024661549,7.328431665064809,7.6458321371061455,0.0013238006974085554,0.0007683736387968478,0.02287128974974111,0.09616971402092225,0.3174004865135276,7.645832151578336,0.37504984657794443,19.212951021316524,28.360572256752295,90.01659432095227,72.05814332854322,80.78704897868347,302.99170324940116,2.1587203073254813,1.1960955604992425e-05,0.0,0.008089588138674367,0.008089588138674367,0.0007089918710343286,0.012776662107941124,19.050381360022424,0.09531234228563952,0.015106902076309395,0.15865475269382884,0.04832648945774987,30.02904731892316,4.7595711784347055,49.98566777151647,15.225713731125676
23,0.0007202858056322175,0.004595726853595295,0.01668047395737163,0.021276200810966928,7.6458321371061455,7.968111691734471,0.001329399910782098,0.0007716235902152531,0.02328600453005778,0.09616988199732346,0.32227956833926974,7.968111705445415,0.37065919860494456,19.49339225298056,28.49595475533276,91.83663997964007,72.2540515058161,80.50660774701944,298.4051470991285,2.1996486616599147,8.253059367444773e-06,0.0,0.008058038744933537,0.008058038744933537,0.0007120327462647728,0.013218162066033391,20.443400841252238,0.09489755063883507,0.015170798981866292,0.16388464485056664,0.04832657386800174,29.44572351509874,4.707341225521224,50.85170173681076,14.995233522569276
24,0.0007207680470486535,0.00473853932844492,0.01694721825273044,0.02168575758117536,7.968111691734471,8.295273574360113,0.0013345053372651845,0.000774586932908831,0.023700995805371244,0.09617003516011795,0.32716189560330355,8.295273587337775,0.36639667570222595,19.77207972140888,28.6278090949013,93.65928290457408,72.44424281643606,80.22792027859111,293.95243288578985,2.2406525628224014,5.694610963536893e-06,0.0,0.008026612393828295,0.008026612393828295,0.0007150734360851166,0.013659145187347066,21.880822703595456,0.0944977294681392,0.015229060907614458,0.16910845439331978,0.04832665083423012,28.884087889844402,4.654900559104316,51.689532511564344,14.771479039486938
25,0.0007219601630071319,0.004880535982992078,0.01721419648269559,0.022094732465687668,8.295273574360113,8.62731332361858,0.001339088564449622,0.0007772471754634941,0.024115608536210933,0.09617017265693348,0.33203976153058884,8.627313335890703,0.362263183899025,20.04859451965332,28.756083616213306,95.48163146481164,72.62867683390157,79.95140548034668,289.63450706512344,2.28166926286948,3.929281564840456e-06,0.0,0.007995308605492364,0.007995308605492364,0.0007180308814422915,0.014099423860195304,23.362568177759215,0.0941086810242024,0.01528136361783686,0.1743229969604423,0.048326719928107276,28.34259384791563,4.602269182279569,52.50063912733625,14.554497842468551
26,0.0007235541933593344,0.005021649934643337,0.017481277401862377,0.022502927336505715,8.62731332361858,8.96422029219209,0.0013431292914171957,0.0007795925346172829,0.02452931694253973,0.09617029387874251,0.336906980167586,8.964220303786165,0.35825797008196003,20.32261477533664,28.880777231162593,97.30135441843743,72.80738716169752,79.67738522466337,285.45058292026255,2.322648152986505,2.7112042797399146e-06,0.0,0.007964126901930943,0.007964126901930943,0.0007208429890795945,0.014538800434574771,24.888532520124652,0.09372750713189038,0.015327475443231526,0.17952521674887487,0.048326780843589205,27.81999562171967,4.549468056615287,53.28628592366192,14.344250398003107
27,0.0007253342284569528,0.0051618120840100454,0.017748325209880546,0.02291013729389059,8.96422029219209,9.30597871790708,0.0013466131522198923,0.000781614671942992,0.024941686280000836,0.09617039839456659,0.3417584366582313,9.305978728850322,0.3543792096511811,20.593887345775656,29.00192190930203,99.11651491807183,72.98045521241437,79.40611265422434,281.39875443876673,2.363547152234754,1.870730953020541e-06,0.0,0.007933066807013413,0.007933066807013413,0.0007234634975039323,0.014977070486877176,26.45858591856276,0.09335220632901688,0.015367232442979946,0.18471216452213066,0.048326833364103816,27.315260229368352,4.496518825765709,54.04758001829473,14.140640926571214
28,0.0007271488724987652,0.0053009520002800835,0.0180152010504975,0.023316153050777583,9.30597871790708,9.652568481670519,0.001349530206055473,0.0007833078175007782,0.025352346223150156,0.09617048590618166,0.3465897740827328,9.652568491989811,0.350624401573729,20.86220817843406,29.119570864184162,100.92545487203692,73.14799258069996,79.13779182156594,277.476408993029,2.4043301923276346,1.2908043575841732e-06,0.0,0.00790212784646606,0.00790212784646606,0.0007258580681411811,0.015414025204311522,28.07257424580803,0.09298139589204288,0.015400521174985984,0.18988097967591414,0.04832687733978978,26.827506996743573,4.4434436116138265,54.78551125128942,13.943538140353184
29,0.0007288919890993738,0.005438998577852226,0.018281764127925895,0.02372076270577812,9.652568481670519,10.003965647762072,0.001351873888833648,0.0007846681612957143,0.025760972367046133,0.096170556216665,0.3513971758134101,10.00396565748393,0.34699063332386015,21.127408690985234,29.23379060110464,102.72671455548793,73.31012922176994,78.87259130901477,273.68050410209025,2.4449654694877494,8.906550067330795e-07,0.0,0.007871309547864844,0.007871309547864844,0.0007280013340926406,0.015849453157913276,29.73031969500862,0.09261412003378325,0.015427266731395745,0.19502887637654018,0.04832691267169095,26.35596595772324,4.390264860747639,55.5009800306703,13.752789150858819
